Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IONX,Defiance Daily Target 2X Long IONQ ETF,Equity,"$96,679,100",N/A,"938,897",$64.31,-8.51%,No,2x,3.58%,0.47%,N/A,N/A,N/A,"$57,218,407.50","-$21,980,597.50","-$3,602,265.00","$57,218,407.50","$57,218,407.50","$57,218,407.50",Leveraged Equities,2025-03-11,1.31%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$51.61,$76.40,N/A,N/A,50.92,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SAUG,FT Vest U.S. Small Cap Moderate Buffer ETF - August,Equity,"$96,329,500",2.42%,"7,281",$24.14,2.85%,No,False,2.29%,1.17%,9.88%,N/A,N/A,"$17,015,600.00","$106,600.00","$127,200.00","$9,038,300.00","$89,137,850.00","$89,137,850.00",N/A,2023-08-18,0.90%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$23.28,$24.24,$23.75,$24.34,59.23,B,C+,N/A,B-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
QQQU,Direxion Daily Magnificent 7 Bull 2X Shares,Equity,"$96,012,800",11.39%,"97,597",$51.64,2.08%,No,False,10.37%,15.45%,78.32%,N/A,N/A,"$14,055,800.00","$1,225,300.00","-$3,496,850.00","$57,766,605.00","$74,885,647.50","$74,885,647.50",N/A,2024-03-07,0.98%,N/A,$1.30,2025-06-24,$0.05,2.86%,N/A,N/A,9,100.00%,40%,20%,1099,$44.34,$50.83,$50.73,$52.15,68.84,A-,C,N/A,C,C+,N/A,5.08,6.28%,21.11%,12.88,9.51%,9.23%
LSAT,Leadershares Alphafactor Tactical Focused ETF,Equity,"$95,856,000",0.79%,"7,439",$40.52,1.50%,No,False,1.27%,0.72%,6.67%,8.58%,N/A,"-$72,169,250.00",$0.00,"-$1,992,000.00","-$37,635,250.00","-$89,097,750.00","$48,113,725.46",All Cap Equities,2020-10-27,0.99%,N/A,$0.52,2024-12-20,$0.52,1.30%,0.12,0.72,33,35.65%,40%,20%,1099,$39.45,$40.85,$40.37,$40.60,55.08,A-,C,N/A,B-,A-,N/A,5.93,49.06%,34.04%,161.48,6.32%,2.15%
YSEP,FT Vest International Equity Moderate Buffer ETF - September,Equity,"$95,826,900",14.33%,"19,492",$24.81,1.02%,No,False,2.56%,2.06%,16.26%,10.73%,N/A,"$27,487,650.00",$0.00,"-$2,475,900.00","$53,236,250.00","$70,311,450.00","$76,322,850.00",Volatility Hedged Equity,2021-09-17,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.67,2,100.00%,40%,20%,1099,$23.94,$24.82,$24.71,$24.87,61.76,A-,C,B-,A-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
YALL,God Bless America ETF,Equity,"$95,780,800",15.51%,"7,267",$43.89,1.08%,No,False,3.36%,3.23%,27.38%,N/A,N/A,"-$2,889,986.00",$0.00,"$1,285,332.00","$3,620,399.00","$54,001,401.00","$54,001,401.00",N/A,2022-10-10,0.65%,N/A,$0.19,2024-12-24,$0.19,0.44%,0.04,1.24,42,53.18%,40%,20%,1099,$41.88,$43.73,$43.65,$44.01,66.56,B+,B,A,B-,A-,N/A,6.11,18.21%,38.56%,236.5,8.55%,9.85%
FDIF,Fidelity Disruptors ETF,Equity,"$95,713,800",8.96%,"6,364",$34.33,1.42%,No,False,0.85%,2.31%,23.91%,N/A,N/A,"-$3,074,094.40",$0.00,$0.00,"-$9,280,704.60","$19,834,985.87","$12,878,376.14",N/A,2023-06-20,0.50%,N/A,$0.14,2025-06-20,$0.05,0.42%,N/A,N/A,8,100.00%,40%,20%,1099,$33.66,$34.69,$34.18,$34.41,57.65,B+,B+,B+,B-,B-,N/A,6.42,17.25%,50.26%,22.02,3.57%,8.59%
TECS,Direxion Daily Technology Bear 3X Shares,Equity,"$95,682,300",-51.91%,"1,024,994",$22.60,-4.40%,Yes,-3x,-8.61%,-13.11%,-64.27%,-55.24%,-55.89%,"$60,308,300.00","$3,606,200.00","$18,116,850.00","$995,844,951.51","$1,072,336,351.51","$1,275,857,132.61",Leveraged Equities,2008-12-17,1.00%,N/A,$1.16,2025-06-24,$0.17,4.76%,0.00,-2.89,1,100.00%,40%,20%,1099,$22.89,$25.63,$22.21,$23.36,34.43,A-,C+,B,C+,A,B,5.48,55.56%,25.99%,1.56,0.00%,0.00%
COLO,Global X MSCI Colombia ETF,Equity,"$95,527,500",40.58%,"87,384",$31.15,0.32%,No,False,4.04%,6.75%,37.89%,15.72%,12.29%,"$41,455,467.02","-$16,179.78","-$9,699,202.82","$36,513,585.25","$50,603,884.93","$38,347,443.74",N/A,2009-02-05,0.63%,N/A,$1.85,2025-06-27,$0.85,5.93%,N/A,N/A,24,64.53%,40%,20%,1099,$28.51,$30.99,$30.94,$31.27,68.51,N/A,N/A,N/A,N/A,N/A,N/A,6.56,0.00%,55.88%,429.85,0.00%,1.94%
PBJ,Invesco Food & Beverage ETF,Equity,"$95,482,200",4.90%,"8,695",$48.23,0.58%,No,False,1.68%,1.09%,8.06%,3.20%,9.30%,"-$8,168,150.00",$0.00,"-$961,000.00","-$27,270,600.00","-$215,278,720.00","$6,210,090.00",Consumer Staples Equities,2005-06-23,0.62%,N/A,$0.80,2025-06-23,$0.28,1.65%,17.41,0.63,31,48.14%,40%,20%,1099,$47.39,$48.92,$48.04,$48.32,53.80,A-,C+,A,B,C+,B-,5.55,39.58%,26.99%,59.59,13.03%,19.24%
SRTY,ProShares UltraPro Short Russell2000,Equity,"$95,200,000",-20.44%,"2,963,761",$14.66,-8.83%,Yes,-3x,-7.91%,-7.22%,-40.09%,-28.04%,-38.91%,"$36,174,825.00","$4,825,800.00","$7,912,655.00","$38,683,145.00","$19,152,215.00","$178,151,451.40",Inverse Equities,2010-02-11,0.95%,N/A,$1.29,2025-06-25,$0.17,8.24%,0.00,-3.07,3,100.00%,40%,20%,1099,$14.67,$16.86,$14.23,$15.50,39.56,A-,A,A,B-,A-,B+,0.0,N/A,N/A,N/A,N/A,N/A
ESGG,FlexShares STOXX Global ESG Select Index Fund,Equity,"$95,101,600",15.65%,772,$192.75,1.24%,No,False,2.51%,2.46%,22.05%,16.13%,13.88%,"-$20,548,102.50",$0.00,$0.00,"-$85,296,297.50","-$122,171,617.50","-$96,245,217.50",Large Cap Growth Equities,2016-07-13,0.42%,N/A,$3.05,2025-06-20,$1.14,1.58%,23.11,0.96,776,37.40%,40%,20%,1099,$186.28,$192.53,$192.69,$192.78,64.27,C,B,B,A-,B+,A-,6.67,35.12%,60.94%,93.05,12.85%,7.98%
STXE,Strive Emerging Markets Ex-China ETF,Equity,"$95,071,500",17.22%,"7,608",$31.93,1.33%,No,False,2.77%,2.75%,12.43%,N/A,N/A,"-$14,450,925.00",$0.00,"-$6,173,820.00","-$9,981,365.00","$78,137,179.83","$78,137,179.83",N/A,2023-01-31,0.32%,N/A,$1.16,2025-06-27,$0.24,3.64%,0.00,0.77,238,33.96%,40%,20%,1099,$30.78,$31.80,$31.74,$32.02,65.99,B+,A-,B+,B-,B,N/A,6.42,71.24%,49.99%,380.11,3.97%,3.41%
FDLS,Inspire Fidelis Multi Factor ETF,Equity,"$94,221,000",13.01%,"12,337",$33.13,2.00%,No,False,2.95%,4.15%,19.60%,N/A,N/A,"$3,379,750.00",$0.00,"$4,009,500.00","$6,557,250.00","$75,635,000.00","$75,635,000.00",All Cap Equities,2022-08-23,0.69%,N/A,$2.13,2025-06-26,$0.10,6.66%,10.62,1.24,102,13.26%,40%,20%,1099,$31.50,$32.77,$32.91,$33.25,66.31,B+,C,B-,C+,B+,N/A,5.71,32.42%,29.41%,198.89,5.17%,8.95%
STNC,Hennessy Stance ESG ETF,Equity,"$94,162,400",6.34%,"2,239",$32.26,0.84%,No,False,1.94%,3.58%,13.09%,7.45%,N/A,"-$8,568,194.03",$0.00,$0.00,"-$19,963,840.03","$34,869,516.10","$48,812,198.10",Large Cap Blend Equities,2021-03-15,0.85%,N/A,$0.29,2024-12-13,$0.29,0.91%,21.39,0.86,45,34.53%,40%,20%,1099,$30.92,$32.31,$32.19,$32.30,62.40,C+,C,C+,B-,N/A,N/A,6.89,90.42%,69.73%,46.75,4.37%,6.23%
IDVZ,Opal International Dividend Income ETF,Equity,"$94,091,200",22.68%,"11,455",$29.60,0.92%,No,False,3.09%,1.44%,N/A,N/A,N/A,"$84,310,678.00","$2,912,372.00","$5,245,023.00","$84,310,678.00","$84,310,678.00","$84,310,678.00",N/A,2024-12-26,0.75%,N/A,$0.59,2025-07-30,$0.01,1.99%,N/A,N/A,47,36.68%,40%,20%,1099,$28.27,$29.73,$29.54,$29.64,60.71,N/A,N/A,N/A,N/A,N/A,N/A,7.01,35.73%,74.41%,106.18,14.17%,3.95%
SPD,Simplify US Equity PLUS Downside Convexity ETF,Equity,"$93,844,600",15.71%,"11,848",$38.42,1.64%,No,False,2.27%,1.60%,23.71%,12.44%,N/A,"-$51,199,575.00","$943,925.00","$5,635,250.00","-$10,026,225.00","-$350,647,550.00","$141,933,920.00",Large Cap Blend Equities,2020-09-03,0.53%,N/A,$0.36,2025-06-25,$0.10,0.95%,0.05,0.66,3,100.00%,40%,20%,1099,$37.37,$38.45,$38.11,$38.57,58.09,B+,B,C,A-,C,N/A,6.24,75.12%,43.14%,93.43,12.00%,8.54%
NFXL,Direxion Daily NFLX Bull 2X Shares,Equity,"$93,619,600",63.56%,"221,333",$59.98,0.96%,No,False,13.45%,-5.11%,N/A,N/A,N/A,"$57,205,700.00","-$1,323,375.00","$45,196,325.00","$66,454,250.00","$66,454,250.00","$66,454,250.00",N/A,2024-10-03,1.06%,N/A,$0.77,2025-06-24,$0.35,1.29%,N/A,N/A,2,100.00%,40%,20%,1099,$51.27,$63.74,$58.52,$61.14,51.43,N/A,N/A,N/A,N/A,N/A,N/A,5.28,12.04%,23.46%,1.63,0.00%,0.00%
HBTA,Horizon Expedition Plus ETF,Equity,"$93,554,600",N/A,"41,119",$26.89,1.32%,No,False,3.25%,5.10%,N/A,N/A,N/A,"$85,261,398.73",$0.00,"$54,218,362.00","$85,261,398.73","$85,261,398.73","$85,261,398.73",Large Cap Blend Equities,2025-01-22,0.85%,N/A,$0.00,2012-09-24,$0.24,0.00%,12.61,1.87,197,55.32%,40%,20%,1099,$25.58,$26.77,$26.67,$27.03,67.23,N/A,N/A,N/A,N/A,N/A,N/A,6.02,55.69%,35.92%,52.85,11.46%,9.78%
SGLC,SGI U.S. Large Cap Core ETF,Equity,"$93,471,700",8.72%,"6,144",$35.65,1.34%,No,False,2.77%,4.23%,16.19%,N/A,N/A,"-$7,595,530.50","-$4,032,486.50","$1,531,338.50","$1,942,281.50","$66,101,127.50","$66,101,127.50",N/A,2023-03-31,0.85%,N/A,$2.85,2024-12-19,$2.85,8.27%,N/A,N/A,120,44.58%,40%,20%,1099,$34.14,$35.49,$35.50,$35.72,67.51,B+,C+,A-,B-,B-,N/A,6.44,64.58%,50.98%,85.27,8.84%,10.18%
APPX,Tradr 2X Long APP Daily ETF,Equity,"$93,207,000",N/A,"314,308",$65.43,-0.18%,No,False,47.90%,84.41%,N/A,N/A,N/A,"$49,648,497.00","-$8,296,843.50","$4,925,525.00","$49,648,497.00","$49,648,497.00","$49,648,497.00",N/A,2025-04-24,1.30%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$29.65,$62.94,N/A,N/A,70.21,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FLJH,Franklin FTSE Japan Hedged ETF,Equity,"$92,961,000",14.58%,"15,930",$35.22,1.50%,No,False,5.45%,10.12%,29.89%,24.03%,20.09%,"$6,241,000.00",$0.00,$0.00,"$9,318,000.00","$56,031,000.00","$74,755,000.00",Japan Equities,2017-11-02,0.09%,N/A,$1.46,2025-06-20,$0.63,4.52%,13.54,0.62,487,23.37%,40%,20%,1099,$31.52,$35.05,$35.05,$35.31,72.23,C+,A,N/A,C,A+,N/A,7.26,52.34%,82.62%,74.21,11.63%,7.22%
EVX,VanEck Environmental Services ETF,Equity,"$92,919,200",15.61%,"7,167",$39.64,1.12%,No,False,2.24%,3.02%,16.33%,10.77%,14.73%,"$6,543,767.00",$0.00,"$775,339.00","$4,808,209.00","$4,080,152.00","$21,092,100.00",Industrials Equities,2006-10-10,0.55%,N/A,$0.79,2024-12-23,$0.16,2.01%,27.32,1.07,21,67.87%,40%,20%,1099,$38.18,$39.42,$39.31,$39.80,63.10,C,B,B-,A+,C,C,6.28,55.85%,44.58%,338.72,0.00%,17.48%
ONEO,SPDR Russell 1000 Momentum Focus ETF,Equity,"$92,753,200",6.62%,416,$125.56,1.56%,No,False,0.79%,1.02%,15.85%,11.33%,12.83%,$0.00,$0.00,$0.00,"-$67,865,076.61","-$247,579,883.76","-$345,532,607.14",All Cap Equities,2015-12-02,0.20%,N/A,$1.68,2025-06-23,$0.42,1.35%,12.05,1.07,930,6.96%,40%,20%,1099,$122.93,$127.04,$124.71,$125.99,56.31,C,A-,B+,B,B,A,6.62,87.35%,58.79%,200.53,9.87%,4.91%
PTH,Invesco Dorsey Wright Healthcare Momentum ETF,Equity,"$92,694,800",-3.34%,"10,323",$38.70,1.52%,No,False,2.36%,1.96%,-13.70%,-4.01%,-2.71%,"-$21,592,940.00",$0.00,"-$3,816,260.00","-$31,418,130.00","-$140,647,187.47","-$433,842,367.47",Health & Biotech Equities,2006-10-12,0.60%,N/A,$0.00,2024-06-24,$0.02,0.00%,-12.69,0.85,40,41.81%,40%,20%,1099,$37.17,$38.64,$38.37,$38.90,54.39,B,B-,A-,C,C,A-,4.81,6.63%,17.74%,36.17,0.00%,19.36%
INCE,Franklin Income Equity Focus ETF,Equity,"$92,436,800",8.30%,"4,275",$58.25,0.94%,No,False,1.63%,-0.62%,12.15%,9.85%,11.20%,"-$2,500,500.00",$0.00,$0.00,"-$8,090,000.00","-$67,033,000.00","-$80,613,000.00",N/A,2016-09-20,0.29%,N/A,$2.80,2025-07-31,$0.21,4.77%,N/A,N/A,54,47.33%,40%,20%,1099,$56.93,$59.05,$58.24,$58.26,57.83,B+,A-,B+,B+,N/A,N/A,6.5,69.38%,53.28%,309.89,15.53%,0.94%
BRIF,FIS Bright Portfolios Focused Equity ETF,Equity,"$92,317,900",12.72%,"4,233",$28.35,1.18%,No,False,1.24%,2.19%,N/A,N/A,N/A,"$45,879,787.00","-$561,182.00","-$566,947.00","$61,014,727.00","$61,014,727.00","$61,014,727.00",N/A,2024-12-20,0.65%,N/A,$0.01,2024-12-27,$0.01,0.03%,N/A,N/A,43,44.55%,40%,20%,1099,$27.73,$28.63,$28.30,$28.37,59.92,N/A,N/A,N/A,N/A,N/A,N/A,7.0,93.57%,74.04%,127.68,10.78%,10.75%
VEGI,iShares MSCI Agriculture Producers ETF,Equity,"$92,254,400",14.05%,"18,859",$40.01,0.00%,No,False,-0.62%,-1.73%,18.75%,-0.41%,9.45%,"-$6,107,520.00","-$10,002,730.00","-$10,002,730.00","-$26,570,825.00","-$159,429,130.00","$98,610,260.00",Commodity Producers Equities,2012-01-31,0.39%,Fidelity,$0.96,2025-06-16,$0.40,2.40%,10.18,0.87,125,61.11%,40%,20%,1099,$39.55,$41.05,$39.91,$40.22,48.08,A-,A,A,C+,B+,A,6.96,0.00%,72.60%,301.07,12.22%,12.22%
USAI,Pacer American Energy Independence ETF,Equity,"$92,073,000",1.30%,"10,153",$39.19,0.08%,No,False,-1.77%,-1.81%,22.90%,16.06%,24.30%,"$16,712,000.00",$0.00,$0.00,"$26,643,000.00","$28,343,500.00","$50,626,500.00",MLPs,2017-12-12,0.75%,N/A,$1.72,2025-07-24,$0.16,4.29%,0.05,1.39,27,60.02%,40%,20%,1099,$39.06,$40.46,$38.90,$39.41,45.80,N/A,B,N/A,N/A,A-,N/A,7.47,92.14%,88.01%,812.46,4.26%,0.00%
XC,WisdomTree True Emerging Markets Fund,Equity,"$91,521,900",12.47%,"8,106",$34.35,1.18%,No,False,1.63%,0.67%,9.62%,N/A,N/A,"$27,256,000.00","$3,364,000.00","$3,364,000.00","$30,393,420.00","$74,834,461.09","$74,834,461.09",Emerging Markets Equities,2022-09-22,0.32%,N/A,$0.53,2025-06-25,$0.18,1.57%,13.84,0.95,501,25.27%,40%,20%,1099,$33.56,$34.49,$34.23,$34.41,58.24,N/A,A-,N/A,N/A,N/A,N/A,6.47,76.18%,52.29%,264.45,2.40%,4.32%
QMMY,FT Vest Nasdaq-100 Moderate Buffer ETF - May,Equity,"$91,143,100",11.55%,"105,416",$24.12,0.63%,No,False,1.48%,2.41%,20.05%,N/A,N/A,"$22,492,700.00","-$1,195,000.00","$5,916,500.00","-$45,788,900.00","$67,651,350.00","$67,651,350.00",N/A,2024-05-17,0.90%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$23.60,$24.06,$24.07,$24.14,68.99,N/A,C+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CAIE,Calamos Autocallable Income ETF,Equity,"$90,697,500",N/A,N/A,$26.55,1.69%,No,False,2.89%,3.63%,N/A,N/A,N/A,"$87,734,000.00","$12,989,000.00","$60,035,750.00","$87,734,000.00","$87,734,000.00","$87,734,000.00",N/A,2025-06-25,0.74%,N/A,$0.39,2025-08-01,$0.39,1.45%,N/A,N/A,3,100.00%,40%,20%,1099,$25.57,$26.62,$26.30,$26.67,65.85,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KEAT,Keating Active ETF,Equity,"$89,970,100",10.60%,"2,380",$27.80,0.69%,No,False,1.24%,1.63%,9.04%,N/A,N/A,"$3,689,991.00",$0.00,$0.00,"$4,251,297.00","$20,289,678.00","$20,289,678.00",N/A,2024-03-27,0.86%,N/A,$0.61,2025-06-27,$0.32,2.20%,N/A,N/A,29,65.75%,40%,20%,1099,$26.95,$27.87,$27.77,$27.82,62.11,B+,C+,N/A,N/A,C+,N/A,6.49,68.70%,53.01%,145.86,10.74%,2.83%
XBJA,Innovator U.S. Equity Accelerated 9 Buffer ETF - January,Equity,"$89,807,400",7.04%,"12,983",$30.79,0.29%,No,2x,0.91%,1.58%,11.49%,10.08%,N/A,"$15,975,030.00",$0.00,"-$1,530,870.00","$3,140,692.50","$60,962,642.50","$76,919,912.80",Volatility Hedged Equity,2022-01-03,0.79%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$30.30,$30.80,$30.73,$30.83,67.27,N/A,C+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ITEQ,Amplify BlueStar Israel Technology ETF,Equity,"$89,600,000",0.33%,"5,947",$51.65,1.00%,No,False,-3.76%,-5.77%,15.61%,-0.08%,-0.65%,"-$2,154,500.00",$0.00,$0.00,"-$2,173,500.00","-$39,403,000.00","-$2,756,000.00",Technology Equities,2015-11-02,0.75%,N/A,$0.01,2024-12-30,$0.01,0.01%,0.04,0.97,55,53.93%,40%,20%,1099,$51.62,$57.87,N/A,N/A,38.12,B+,C,B,B+,A-,B+,6.54,55.47%,54.83%,23.89,7.58%,6.45%
MSSS,Monarch Select Subsector ETF Fund,Equity,"$89,350,800",7.58%,"8,664",$29.56,1.62%,No,False,2.35%,1.61%,11.63%,N/A,N/A,"-$20,527,100.00","$579,100.00","$564,900.00","$31,600,300.00","$84,006,200.00","$84,006,200.00",N/A,2024-03-06,1.43%,N/A,$0.09,2025-06-27,$0.02,0.30%,N/A,N/A,11,99.96%,40%,20%,1099,$28.61,$29.67,$29.34,$29.67,57.80,B,C,N/A,B,N/A,N/A,5.75,21.05%,30.06%,37.8,8.97%,4.80%
RINT,International Developed Equity Active ETF,Equity,"$89,321,800",N/A,N/A,$27.26,1.08%,No,False,2.52%,1.79%,N/A,N/A,N/A,"$21,341,502.24","$16,020,560.48","$17,070,522.88","$21,341,502.24","$21,341,502.24","$21,341,502.24",N/A,2025-05-13,0.49%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,40%,20%,1099,$26.22,$27.46,$27.16,$27.33,60.01,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BUFS,FT Vest Laddered Small Cap Moderate Buffer ETF,Equity,"$89,195,400",1.27%,"36,053",$21.60,1.50%,No,False,1.60%,1.08%,7.41%,N/A,N/A,"$37,792,150.00","$2,120,600.00","$1,187,600.00","$79,702,050.00","$88,680,300.00","$88,680,300.00",N/A,2024-05-29,1.00%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,5,100.00%,40%,20%,1099,$21.06,$21.64,$21.41,$21.72,59.60,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FFND,One Global ETF,Equity,"$89,081,800",13.55%,"16,942",$28.78,1.48%,No,False,2.10%,3.29%,32.83%,14.55%,N/A,"$76,654,800.00","$567,600.00","$9,061,200.00","$74,188,600.00","$70,241,000.00","$84,857,375.00",Technology Equities,2021-08-24,1.00%,N/A,$0.00,2021-12-21,$0.01,0.00%,31.00,1.30,94,23.60%,40%,20%,1099,$27.83,$28.79,$28.58,$28.88,64.02,B,C,C,C,B,N/A,6.62,77.39%,58.75%,74.6,14.65%,7.92%
EEMX,SPDR MSCI Emerging Markets Fossil Fuel Free ETF,Equity,"$88,950,400",21.17%,"5,864",$38.99,1.33%,No,False,2.04%,4.12%,22.98%,10.20%,5.47%,"-$3,270,907.90",$0.00,$0.00,"-$3,270,907.90","-$27,314,236.20","-$8,992,337.30",Asia Pacific Equities,2016-10-24,0.30%,N/A,$0.66,2025-06-02,$0.13,1.69%,12.14,0.71,1058,29.64%,40%,20%,1099,$37.70,$38.99,$38.75,$39.14,65.13,C+,A-,A-,B+,B,N/A,6.16,41.95%,39.89%,195.29,3.30%,4.48%
PSMR,Pacer Swan SOS Moderate (April) ETF,Equity,"$88,590,800",3.42%,"24,142",$28.87,0.28%,No,False,0.92%,1.22%,10.62%,9.83%,N/A,"$16,030,750.00",$0.00,"-$6,464,750.00","-$2,368,000.00","$55,221,500.00","$73,603,479.39",Large Cap Blend Equities,2021-03-31,0.61%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.46,2,100.00%,40%,20%,1099,$28.50,$28.86,$28.83,$28.90,65.85,B-,C+,B+,A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SPYC,Simplify US Equity PLUS Convexity ETF,Equity,"$88,160,800",11.76%,"8,208",$41.63,1.66%,No,False,2.39%,1.41%,19.91%,13.93%,N/A,"$10,954,875.00",$0.00,"$3,066,750.00","$10,938,875.00","$12,206,638.19","$56,482,863.19",Large Cap Growth Equities,2020-09-03,0.53%,N/A,$0.36,2025-06-25,$0.10,0.87%,0.03,0.90,3,100.00%,40%,20%,1099,$40.31,$41.74,$41.29,$41.80,57.71,B,B,N/A,A-,C+,N/A,6.24,72.27%,42.96%,93.43,11.86%,8.44%
ACES,ALPS Clean Energy ETF,Equity,"$87,784,600",5.47%,"48,225",$27.43,0.88%,No,False,2.05%,0.51%,3.11%,-24.26%,-10.08%,"-$31,392,750.00","-$4,602,500.00","-$4,602,500.00","-$101,032,250.00","-$307,930,750.00","$195,369,250.00",Alternative Energy Equities,2018-06-28,0.55%,N/A,$0.24,2025-06-20,$0.02,0.86%,0.05,1.36,35,50.96%,40%,20%,1099,$26.08,$29.39,$27.15,$27.59,53.76,B+,A,A-,B,B,N/A,7.0,64.02%,73.81%,117.61,0.00%,43.71%
IYRI,NEOS Real Estate High Income ETF,Equity,"$87,624,900",N/A,"39,091",$49.76,0.36%,No,False,-1.17%,-0.30%,N/A,N/A,N/A,"$88,884,817.00","$6,972,292.00","$18,574,378.00","$88,884,817.00","$88,884,817.00","$88,884,817.00",Real Estate,2025-01-14,0.68%,N/A,$3.42,2025-07-23,$0.47,6.88%,N/A,N/A,69,48.43%,40%,20%,1099,$49.48,$50.94,$49.48,$49.93,48.95,N/A,N/A,N/A,N/A,N/A,N/A,6.47,81.28%,52.16%,76.34,3.61%,16.73%
BKF,iShares MSCI BIC ETF,Equity,"$87,559,100",16.07%,"6,300",$42.04,1.28%,No,False,1.19%,2.06%,20.18%,7.52%,0.36%,"$9,835,820.00",$0.00,$0.00,"$6,077,350.00","-$13,068,460.00","-$53,673,560.00",Asia Pacific Equities,2007-11-12,0.72%,2 Platforms,$1.01,2025-06-16,$0.30,2.40%,11.14,0.59,649,32.16%,40%,20%,1099,$41.02,$42.68,$41.83,$42.15,56.24,B+,C+,A-,B+,C+,A-,5.47,3.22%,25.76%,328.48,3.81%,4.74%
OARK,YieldMax Innovation Option Income Strategy ETF,Equity,"$87,409,400",19.27%,"151,534",$8.81,1.85%,No,False,4.49%,5.21%,48.18%,N/A,N/A,"$34,622,192.50","$6,701,625.00","$8,702,390.00","$36,025,050.00","$130,518,395.00","$130,518,395.00",N/A,2022-11-22,1.00%,N/A,$4.58,2025-08-07,$0.38,50.37%,0.00,2.50,9,100.00%,40%,20%,1099,$8.38,$8.94,$8.73,$8.85,62.42,A,C,C,C,A,N/A,5.78,48.58%,30.66%,1.56,0.00%,0.00%
SMAX,iShares Large Cap Max Buffer Sep ETF,Equity,"$86,607,900",4.90%,"11,491",$26.43,0.11%,No,False,0.55%,1.09%,N/A,N/A,N/A,"-$45,766,488.20",$0.00,$0.00,"$72,028,464.44","$72,028,464.44","$72,028,464.44",N/A,2024-09-30,0.50%,N/A,$0.07,2024-12-30,$0.07,0.25%,N/A,N/A,2,100.00%,40%,20%,1099,$26.15,$26.44,N/A,N/A,71.72,N/A,N/A,N/A,N/A,N/A,N/A,6.24,72.99%,42.97%,93.43,11.88%,8.45%
GQQQ,Astoria US Quality Growth Kings ETF,Equity,"$86,568,100",10.48%,"16,523",$28.28,1.33%,No,False,2.99%,4.12%,N/A,N/A,N/A,"$47,692,168.00","$1,660,010.00","$10,926,241.00","$80,053,231.76","$80,053,231.76","$80,053,231.76",All Cap Equities,2024-10-01,0.35%,N/A,$0.08,2025-06-27,$0.01,0.28%,N/A,N/A,102,45.54%,40%,20%,1099,$27.14,$28.13,$28.23,$28.31,67.68,N/A,N/A,N/A,N/A,N/A,N/A,6.15,21.01%,39.49%,90.61,13.88%,7.69%
AEMS,Anfield Enhanced Market ETF,Equity,"$86,411,200",N/A,N/A,$10.30,1.18%,No,False,2.25%,2.67%,N/A,N/A,N/A,"$84,623,800.00","$407,600.00","$1,522,400.00","$84,623,800.00","$84,623,800.00","$84,623,800.00",N/A,2025-06-30,1.21%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,74,59.73%,40%,20%,1099,$9.99,$10.29,$10.23,$10.36,63.60,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
